lat,lon,id,elevation,state,desc
43.2389,-123.3547,USW00024231,160,OR,ROSEBURG RGNL AP
44.905,-123.0011,USW00024232,62.5,OR,OR SALEM MCNARY FLD
47.4444,-122.3139,USW00024233,112.8,WA,WA SEATTLE TACOMA INTL AP
47.5303,-122.3008,USW00024234,6.1,WA,SEATTLE BOEING FLD
42.6003,-123.3642,USW00024235,1168,OR,SEXTON SUMMIT
47.2767,-121.3372,USW00024237,1206.7,WA,STAMPEDE PASS
46.4833,-122.8167,USW00024241,115.5,WA,FAA AP
45.5511,-122.4089,USW00024242,8.8,OR,OR PORTLAND TROUTDALE AP
46.5683,-120.5428,USW00024243,324.3,WA,WA YAKIMA AIR TERMINAL
48.35,-122.6667,USW00024255,14.3,WA,WA WHIDBEY ISLAND NAS
40.5175,-122.2986,USW00024257,151.5,CA,CA REDDING MUNI AP
41.7806,-122.4717,USW00024259,803.1,CA,MONTAGUE SISKIYOU CO AP
47.65,-122.3,USW00024281,5.8,WA,SEATTLE URBAN SITE
40.9781,-124.1086,USW00024283,61,CA,ARCATA EUREKA AP
43.4133,-124.2436,USW00024284,5.2,OR,BEND RGNL AP
44.6431,-124.0556,USW00024285,37.2,OR,NEWPORT
41.7803,-124.2367,USW00024286,17.1,CA,CA CRESCENT CITY MCNAMARA AP
55.0389,-131.5786,USW00025308,33.2,AK,AK ANNETTE ISLAND AP
58.3567,-134.5639,USW00025309,4.9,AK,AK JUNEAU INTL AP
58.4111,-135.7089,USW00025322,12.2,AK,AK GUSTAVUS
59.2433,-135.5094,USW00025323,4.6,AK,HAINES AP
55.3567,-131.7117,USW00025325,23.2,AK,AK KETCHIKAN INTL AP
56.8056,-132.9372,USW00025329,32.6,AK,AK PETERSBURG 1
61.5961,-149.0917,USW00025331,70.1,AK,AK PALMER MUNI AP
57.0481,-135.3647,USW00025333,4.3,AK,AK SITKA AIRPORT
59.4556,-135.3239,USW00025335,6.1,AK,AK SKAGWAY AP
59.5119,-139.6711,USW00025339,10.1,AK,AK YAKUTAT STATE AP
55.58,-133.075,USW00025367,3.7,AK,KLAWOCK AP
57.7511,-152.4856,USW00025501,24.4,AK,AK KODIAK AP
58.6794,-156.6294,USW00025503,19.2,AK,AK KING SALMON
59.7494,-154.9089,USW00025506,43.6,AK,AK ILIAMNA AP
59.6419,-151.4908,USW00025507,19.5,AK,AK HOMER AP
59.4433,-151.7017,USW00025516,8.8,AK,SELDOVIA AP
55.2208,-162.7325,USW00025624,23.8,AK,AK COLD BAY AP
56.6,-169.565,USW00025628,38.1,AK,ST GEORGE ISLAND AP
51.8833,-176.65,USW00025704,5.2,AK,AK ADAK
57.1553,-170.2222,USW00025713,10.7,AK,AK ST PAUL ISLAND AP
61.25,-149.8,USW00026401,58.5,AK,AK ELMENDORF AFB
61.2169,-149.855,USW00026409,42.1,AK,AK ANCHORAGE MERRILL FLD
60.4889,-145.4511,USW00026410,9.4,AK,CORDOVA M K SMITH AP
64.8039,-147.8761,USW00026411,131.7,AK,AK FAIRBANKS INTL AP
62.9614,-141.9292,USW00026412,522.1,AK,AK NORTHWAY AP
63.9944,-145.7214,USW00026415,389.2,AK,BIG DELTA AP
64.7767,-141.1483,USW00026422,276.8,AK,AP
62.1592,-145.4589,USW00026425,476.1,AK,AK GULKANA AP
64.55,-149.0717,USW00026435,109.7,AK,AK NENANA MUNI AP
60.1283,-149.4167,USW00026438,6.7,AK,AK SEWARD AP
61.1303,-146.3517,USW00026442,29,AK,AK VALDEZ WSO
61.1689,-150.0278,USW00026451,36.6,AK,AK ANCHORAGE INTL AP
61.1781,-149.9664,USW00026491,27.4,AK,ANCHORAGE LAKE HOOD AP
60.785,-148.8389,USW00026492,31.4,AK,PORTAGE GLACIER V C
64.9736,-147.51,USW00026494,347.5,AK,FAIRBANKS 11 NE
64.7367,-156.9344,USW00026501,46.6,AK,AK GALENA AP
64.3267,-158.7417,USW00026502,55.2,AK,KALTAG AP
69.3694,-152.14,USW00026508,81.1,AK,AK UMIAT
62.9575,-155.6103,USW00026510,101.5,AK,AK MCGRATH AP
63.9033,-152.2817,USW00026512,312.4,AK,AK MINCHUMINA
61.9772,-151.2169,USW00026514,45.7,AK,SKWENTNA
60.5797,-151.2392,USW00026523,27.7,AK,KENAI MUNI AP
62.32,-150.095,USW00026528,106.7,AK,AK TALKEETNA AP
65.1744,-152.1069,USW00026529,69.2,AK,AK TANANA CALHOUN MEM AP
66.9161,-151.5089,USW00026533,195.7,AK,AK BETTLES AP
60.785,-161.8292,USW00026615,31.1,AK,AK BETHEL AP
66.8667,-162.6333,USW00026616,9.1,AK,AK KOTZEBUE RALPH WEIN
64.5111,-165.44,USW00026617,4,AK,AK NOME MUNI AP
65.6239,-168.0992,USW00026618,7.6,AK,AK WALES
67.7317,-164.5483,USW00026642,3,AK,KIVALINA AP
70.1917,-148.4772,USW00027406,18.6,AK,DEADHORSE AP
71.2833,-156.7814,USW00027502,9.4,AK,AK BARROW POST ROGERS
70.6392,-159.995,USW00027503,9.1,AK,AK WAINWRIGHT AP
70.2117,-151.0017,USW00027515,17.4,AK,NUIQSUT AP
52.7167,174.1,USW00045715,37.2,AK,AK SHEMYA USAF BASE
36.3189,-119.6289,USW00053119,75.9,CA,HANFORD MUNI AP
33.0375,-116.9158,USW00053120,424.6,CA,RAMONA AP
33.2194,-117.3494,USW00053121,8.5,CA,OCEANSIDE MUNI AP
36.2117,-115.1958,USW00053123,671.5,NV,LAS VEGAS AIR TERMINAL
32.2394,-111.1697,USW00053131,833,AZ,TUCSON 11 W
31.5908,-110.5086,USW00053132,1466.4,AZ,ELGIN 5 S
36.6239,-116.0225,USW00053136,1001,NV,MERCURY 3 SSW
39.0117,-114.2089,USW00053138,2016.9,NV,BAKER 5 W
36.6019,-117.145,USW00053139,25.6,CA,STOVEPIPE WELLS 1 SW
34.9883,-117.8647,USW00053144,695.9,CA,EDWARDS AFB NORTH AUX FLD
38.3028,-111.2936,USW00053149,1891,UT,TORREY 7 E
37.7592,-119.8208,USW00053150,2017.8,CA,YOSEMITE VILLAGE 12 W
33.4392,-117.1903,USW00053151,347.5,CA,FALLBROOK 5 NE
34.4142,-119.8797,USW00053152,5.5,CA,BARBARA 11 W
32.835,-114.1883,USW00053154,189,AZ,YUMA 27 ENE
35.7553,-112.3375,USW00053155,1825.8,AZ,WILLIAMS 35 NNW
39.4781,-88.2803,USW00053802,219.8,IL,MATTOON COLES CO AP
33.3633,-84.5658,USW00053819,261.5,GA,GA ATLANTA
31.4156,-87.0442,USW00053820,78.6,AL,AL EVERGREEN MIDDLETON FLD
34.2719,-83.8303,USW00053838,388.6,GA,GA GAINESVILLE GILMER AP
38.1847,-84.9033,USW00053841,245.1,KY,KY FRANKFORT CAPITAL CITY AP
39.825,-86.2958,USW00053842,250.9,IN,IN INDIANAPOLIS EAGLE CREEK AP
31.3089,-86.3939,USW00053843,94.5,AL,ANDALUSIA OPP AP
39.7556,-82.6572,USW00053844,264.9,OH,OH LANCASTER FAIRFIELD AP
30.7044,-87.0231,USW00053847,54.3,FL,WHITING FIELD NAS SOUTH
30.5069,-86.9597,USW00053848,31.1,FL,FL CHACTAW NOLF MILTON
34.6719,-82.8864,USW00053850,271.6,SC,CLEMSON OCONEE CO AP
34.6525,-86.9453,USW00053852,180.4,AL,DECATUR PRYOR FLD
30.4,-86.4717,USW00053853,6.7,FL,DESTIN FT WALTON AP
33.4617,-80.8581,USW00053854,60,SC,ORANGEBURG MUNI AP
39.3644,-84.5247,USW00053855,193.2,OH,HAMILTON BUTLER CO RGNL AP
30.4636,-88.5319,USW00053858,5.5,MS,PASCAGOULA LOTT INTL AP
39.5936,-84.2264,USW00053859,293.2,OH,DAYTON WRIGHT BROS AP
30.3361,-81.5147,USW00053860,12.5,FL,FL JACKSONVILLE CRAIG MUNI
30.0719,-83.5736,USW00053862,13.7,FL,PERRY FOLEY AP
33.875,-84.3022,USW00053863,305.4,GA,GA ATLANTA PEACHTREE AP
33.1783,-86.7817,USW00053864,172.2,AL,AL ALABASTER SHELBY CO AP
30.3433,-89.8222,USW00053865,8.2,LA,LA SLIDELL AP
39.5781,-85.8033,USW00053866,245.1,IN,IN SHELBYVILLE MUNI AP
33.9706,-80.9958,USW00053867,64.6,SC,COLUMBIA OWENS DWTN AP
36.0236,-84.2375,USW00053868,277.4,TN,TN OAK RIDGE ASOS
35.9403,-89.8308,USW00053869,77.7,AR,AR BLYTHEVILLE MUNI AP
35.1967,-81.1558,USW00053870,242.9,NC,GASTONIA MUNI AP
34.9869,-81.0575,USW00053871,203.9,SC,HILL YORK CO AP
35.0169,-80.6206,USW00053872,207,NC,MONROE AP
34.1231,-84.8486,USW00053873,232.6,GA,GA CARTERSVILLE AP
34.2486,-82.1592,USW00053874,192.3,SC,GREENWOOD CO AP
35.4944,-82.6142,USW00053877,655.6,NC,ASHEVILLE 8 SSW
35.4186,-82.5567,USW00053878,641,NC,ASHEVILLE 13 S
38.9597,-94.3714,USW00053879,303.9,MO,LEES SUMMIT MUNI AP
36.8781,-91.9025,USW00053901,372.8,MO,WEST PLAINS MUNI AP
30.3567,-95.4139,USW00053902,74.7,TX,CONROE MONTGOMERY CO AP
30.7439,-95.5861,USW00053903,111.6,TX,HUNTSVILLE MUNI AP
38.9286,-90.4281,USW00053904,132.9,MO,CHARLES CO AP
32.5428,-93.745,USW00053905,54.6,LA,SHREVEPORT DWTN AP
32.6636,-97.0939,USW00053907,192,TX,ARLINGTON MUNI AP
36.0394,-95.9844,USW00053908,194.5,OK,L JONES JR AP
32.9733,-97.3181,USW00053909,208.8,TX,FT WORTH ALLIANCE AP
30.0675,-95.5561,USW00053910,46.3,TX,HOUSTON HOOKS MEM AP
32.71,-96.2672,USW00053911,144.8,TX,TERRELL MUNI AP
32.0311,-96.3989,USW00053912,136.6,TX,TX CORSICANA CAMPBELL FLD
35.8517,-97.4142,USW00053913,325.5,OK,GUTHRIE MUNI AP
33.1803,-96.5903,USW00053914,176.8,TX,MCKINNEY MUNI AP
30.0375,-91.8839,USW00053915,7.3,LA,NEW IBERIA ACADIANA RGNL AP
39.8233,-93.5792,USW00053916,234.4,MO,MO CHILLICOTHE AGRI-SCI
30.0494,-90.0289,USW00053917,2.7,LA,LA NEW ORLEANS LAKEFRONT AP
36.3689,-92.4703,USW00053918,282.9,AR,MOUNTAIN HOME BAXTER AP
33.6361,-91.7556,USW00053919,88.4,AR,MONTICELLO MUNI AP
35.2578,-93.0947,USW00053920,122.8,AR,AR RUSSELLVILLE MUNI AP
34.5467,-93.5781,USW00053921,214,AR,MOUNT IDA ASOS
36.2833,-94.3,USW00053922,392.3,AR,FAYETTEVILLE NW AR AP
34.05,-94.4008,USW00053925,108.2,AR,QUEEN SEVIER CO AP
36.1181,-97.0914,USW00053926,271.3,OK,STILLWATER 2 W
36.1347,-97.1083,USW00053927,270.7,OK,STILLWATER 5 WNW
35.135,-90.2344,USW00053959,65.2,AR,WEST MEMPHIS MUNI AP
30.0917,-91.8731,USW00053960,10.7,LA,LAFAYETTE 13 SE
32.8833,-92.1164,USW00053961,26.8,LA,MONROE 26 N
31.7797,-95.7233,USW00053968,116.7,TX,PALESTINE 6 WNW
39.1028,-96.6097,USW00053974,346.6,KS,MANHATTAN 6 SSW
31.15,-92.9667,USW00053988,94.5,LA,FT POLK FULLERTON LNDG STRIP
42.1908,-71.1736,USW00054704,15.2,MA,NORWOOD MEM AP
44.3675,-71.545,USW00054728,327.4,NH,NH WHITEFIELD MT WASHINGTON AP
42.5842,-70.9175,USW00054733,32.9,MA,BEVERLY MUNI AP
41.3714,-73.4828,USW00054734,139.3,CT,DANBURY MUNI AP
40.1203,-76.2944,USW00054737,122.8,PA,LANCASTER AP
43.3436,-72.5178,USW00054740,176.2,VT,VT SPRINGFIELD HARTNESS AP
44.42,-72.0194,USW00054742,213.4,VT,VT SAINT JOHNSBURY
40.8764,-74.2831,USW00054743,52.7,NJ,CALDWELL ESSEX CO AP
42.57,-72.2911,USW00054756,169.2,MA,ORANGE MUNI AP
42.1094,-77.9919,USW00054757,647.4,NY,WELLSVILLE MUNI AP
41.7419,-72.1836,USW00054767,75.3,CT,CT WILLIMANTIC WINDHAM AP
42.6958,-73.1708,USW00054768,199.3,MA,NORTH ADAMS HARRIMAN AP
41.9097,-70.7294,USW00054769,45.4,MA,PLYMOUTH MUNI AP
42.805,-72.0036,USW00054770,317,NH,JAFFREY MUNI AP
44.5344,-72.6144,USW00054771,223.1,VT,VT MORRISVILLE STOWE STATE AP
43.9906,-70.9475,USW00054772,135.6,ME,FRYEBURG E SLOPES AP
43.3497,-76.3847,USW00054773,144.8,NY,FULTON OSWEGO CO AP
41.8756,-71.0211,USW00054777,13.1,MA,TAUNTON MUNI AP
42.6425,-77.0564,USW00054778,275.2,NY,YAN AP
41.0089,-74.7367,USW00054779,177.7,NJ,NJ ANDOVER AEROFLEX AP
41.0731,-71.9233,USW00054780,2.1,NY,MONTAUK AP
42.8914,-73.2469,USW00054781,251.8,VT,VT BENNINGTON MORSE ST AP
40.2383,-75.5572,USW00054782,88.7,PA,PA POTTSTOWN LIMERICK AP
40.6239,-74.6694,USW00054785,32,NJ,NJ SOMERVILLE SOMERSET AP
40.33,-75.1225,USW00054786,120.1,PA,DOYLESTOWN AP
40.7342,-73.4169,USW00054787,24.7,NY,NY FARMINGDALE AP
41.5097,-72.8278,USW00054788,31.4,CT,MERIDEN MARKHAM MUNI AP
41.1389,-75.3794,USW00054789,584,PA,MT POCONO MOUNTAINS AP
40.8217,-72.8689,USW00054790,25,NY,NY SHIRLEY BROOKHAVEN AP
43.2781,-70.9222,USW00054791,98.5,NH,NH ROCHESTER SKYHAVEN AP
41.0467,-78.4117,USW00054792,462.1,PA,PA CLEARFIELD LAWRENCE AP
41.2003,-74.6231,USW00054793,128.3,NJ,SUSSEX AP
43.1717,-70.9278,USW00054794,36.3,NH,DURHAM 2 N
43.1092,-70.9483,USW00054795,19.2,NH,DURHAM 2 SSW
41.4911,-71.5414,USW00054796,35.1,RI,KINGSTON 1 NW
41.4783,-71.5417,USW00054797,32.3,RI,KINGSTON 1 W
40.0528,-88.3728,USW00054808,213.4,IL,CHAMPAIGN 9 SW
46.3344,-86.92,USW00054810,266.7,MI,CHATHAM 1 SE
41.8431,-88.8514,USW00054811,262.4,IL,SHABBONA 5 NNE
46.4167,-86.65,USW00054813,186.5,MI,MI MUNSING LAKESHORE
40.3667,-81.7828,USW00054851,341.4,OH,COSHOCTON 8 NNE
44.9081,-84.7203,USW00054854,445.3,MI,GAYLORD 9 SSW
41.5561,-93.2856,USW00054902,280.7,IA,MOINES 17 E
44.0603,-90.1736,USW00054903,284.4,WI,NECEDAH 5 WNW
46.1136,-92.9936,USW00054932,344.4,MN,SANDSTONE 6 W
45.7114,-99.1294,USW00054933,596.5,SD,ABERDEEN 35 WNW
46.7703,-99.4778,USW00054937,585.2,ND,JAMESTOWN 38 WSW
33.355,-81.3278,USW00063826,96.6,SC,BLACKVILLE 3 W
31.3128,-84.4706,USW00063828,53.6,GA,NEWTON 8 W
31.1922,-84.4464,USW00063829,47.5,GA,NEWTON 11 SW
32.3378,-89.0703,USW00063831,114,MS,NEWTON 5 ENE
38.0944,-84.7464,USW00063838,271.6,KY,VERSAILLES 3 NNW
37.2503,-86.2325,USW00063849,240.8,KY,BOWLING GREEN 21 NNE
33.7836,-83.3897,USW00063850,225.9,GA,WATKINSVILLE 5 SSE
36.0139,-85.1344,USW00063855,583.1,TN,CROSSVILLE 7 NW
30.8078,-81.4597,USW00063856,7.6,GA,BRUNSWICK 23 S
34.285,-85.9622,USW00063857,351.1,AL,GADSDEN 19 N
32.4567,-87.2422,USW00063858,58.8,AL,SELMA 13 WNW
34.5653,-85.6172,USW00063862,310.9,AL,HEAD 1 SSW
34.3336,-86.3156,USW00063866,189,AL,GUNTERSVILLE 2 SW
34.1953,-86.7964,USW00063867,243.8,AL,CULLMAN 3 ENE
34.6603,-87.3461,USW00063868,175.3,AL,COURTLAND 2 WSW
30.5486,-87.8758,USW00063869,29,AL,FAIRHOPE 3 NE
31.0425,-86.3117,USW00063870,95.7,AL,FLORALA MUNI AP
31.9514,-85.1289,USW00063872,86.9,AL,FLD AP
30.3503,-81.8831,USW00063890,30.2,FL,FL JACKSON WHITEHOUSE NOLF
32.8517,-86.6114,USW00063891,178,AL,CLANTON 2 NE
32.8369,-88.1375,USW00063892,32.6,AL,GAINESVILLE 2 NE
32.7169,-87.6225,USW00063893,85.3,AL,GREENSBORO 2 WNW
34.7728,-87.64,USW00063894,161.5,AL,SHOALS 2 N
34.4536,-87.7103,USW00063895,219.5,AL,RUSSELLVILLE 4 SSE
34.6942,-85.9997,USW00063896,193.9,AL,SCOTTSBORO 2 NE
32.335,-86.9786,USW00063897,47.9,AL,SELMA 6 SSE
38.8883,-86.5708,USW00063898,231.6,IN,BEDFORD 5 WNW
31.145,-87.0517,USW00063899,51.8,AL,BREWTON 3 NNE
41.7858,-73.7422,USW00064756,125.9,NY,MILLBROOK 3 W
42.44,-76.2461,USW00064758,374.3,NY,ITHACA 13 E
43.2339,-75.4117,USW00064775,158.2,NY,NY ROME GRIFFISS AIRFIELD
44.65,-73.4667,USW00064776,71.3,NY,NY PLATTSBURGH INTL AP
31.9156,-86.3114,USW00073802,187.1,AL,HOME 2 S
33.5722,-86.0572,USW00073803,160,AL,TALLADEGA 10 NNE
39.7333,-77.4333,USW00092762,249.3,PA,FOUNTAIN DALE SITE R HELIPAD
26.25,-80.1083,USW00092805,6.4,FL,FL POMPANO BEACH AIRPARK
27.7628,-82.6261,USW00092806,2.4,FL,ST PETERSBURG AP
25.9989,-80.2411,USW00092809,2.7,FL,FL HOLLYWOOD NORTH PERRY AP
25.8064,-80.1336,USW00092811,0.3,FL,MIAMI BEACH
28.6158,-80.6928,USW00092821,0.9,FL,TITUSVILLE 7 E
25.8997,-81.3183,USW00092826,1.2,FL,EVERGLADES CITY 5 NE
27.1525,-81.3689,USW00092827,45.7,FL,SEBRING 23 SSE
37.1431,-107.7597,USW00093005,2030,CO,LA PLATA CO AP
39.2292,-106.3169,USW00093009,3027.3,CO,LEADVILLE LAKE CO AP
39.1894,-103.7158,USW00093010,1634.9,CO,CO LIMON WSMO
38.505,-107.8975,USW00093013,1755.3,CO,MONTROSE RGNL AP
31.4583,-109.6061,USW00093026,1251.2,AZ,AZ DOUGLAS BISBEE INL AP
34.5183,-109.3792,USW00093027,1747.4,AZ,ST JOHNS INDUSTRIAL AP
32.3336,-104.2581,USW00093033,985.1,NM,CARLSBAD CAVERN CITY AP
38.81,-104.6883,USW00093037,1884,CO,CO COLORADO SPRINGS MUNI
36.0167,-102.55,USW00093042,1216.2,TX,TX DALHART MUNI AP
35.0706,-108.8389,USW00093044,1923.6,NM,ZUNI
33.2367,-107.2681,USW00093045,1478.3,NM,NM TRUTH OR CONSEQUENCE AP
35.1664,-107.8992,USW00093057,1987.3,NM,GRANTS MILAN MUNI AP
38.29,-104.4983,USW00093058,1438.7,CO,PUEBLO MEM AP
39.5703,-104.8489,USW00093067,1793.1,CO,CO DENVER CENTENNIAL AP
37.3031,-108.6275,USW00093069,1802.6,CO,CORTEZ MONTEZUMA CO AP
39.2231,-106.8683,USW00093073,2353.1,CO,PITKIN CO AP
38.755,-109.7542,USW00093075,1390.2,UT,MOAB CANYONLAND AP
32.8547,-109.6353,USW00093084,968,AZ,SAFFORD MUNI AP
33.6667,-117.7333,USW00093101,116.1,CA,EL TORO MCAS
39.4167,-118.7167,USW00093102,1199.1,NV,FALLON NAAS
35.6875,-117.6931,USW00093104,679.7,CA,CA CHINA LAKE NAF
32.8667,-117.1333,USW00093107,145.4,CA,CA SAN DIEGO MIRAMAR NAS
34.2008,-119.2069,USW00093110,11,CA,OXNARD VENTURA CO AP
34.1167,-119.1167,USW00093111,4,CA,POINT MUGU NF
32.7,-117.2,USW00093112,7.9,CA,NORTH ISLAND NAS
33.7,-117.8333,USW00093114,18,CA,CA TUSTIN MCAF
32.5667,-117.1167,USW00093115,7.3,CA,IMPERIAL BEACH REAM FLD NAS
33.25,-119.45,USW00093116,153,CA,CA SAN NICOLAS ISLAND
37.7086,-113.0944,USW00093129,1702.6,UT,CITY MUNI AP
34.0511,-118.2353,USW00093134,70.1,CA,LOS ANGELES DWTN USC CAMPUS
33.8281,-116.5053,USW00093138,128.3,CA,PALM SPRINGS RGNL AP
34.2325,-111.3447,USW00093139,1478.3,AZ,PAYSON
33.4489,-112.0825,USW00093140,334.7,AZ,PHOENIX CITY
39.6092,-110.7547,USW00093141,1804.7,UT,PRICE CARBON CO AP
35.2578,-113.9331,USW00093167,1042.4,AZ,AZ KINGMAN MOHAVE CO AP
33.68,-117.8664,USW00093184,16.5,CA,ANA JOHN WAYNE AP
36.78,-119.7194,USW00093193,101.5,CA,CA FRESNO YOSEMITE INTL AP
34.0158,-118.4514,USW00093197,53,CA,SANTA MONICA MUNI AP
39.1019,-121.5678,USW00093205,18.9,CA,MARYSVILLE YUBA CO AP
35.2372,-120.6414,USW00093206,61,CA,LUIS OBISPO AP
35.6697,-120.6283,USW00093209,246.9,CA,PASO ROBLES MUNI AP
39.49,-121.6183,USW00093210,57.9,CA,OROVILLE MUNI AP
38.6956,-121.5897,USW00093225,7,CA,CA SACRAMENTO METRO AP
38.2103,-122.2847,USW00093227,4.3,CA,CO AP
37.6542,-122.115,USW00093228,13.1,CA,CA HAYWARD AIR TERMINAL
38.8983,-119.9947,USW00093230,1924.5,CA,SOUTH LAKE TAHOE AP
38.3775,-121.9575,USW00093241,33.2,CA,VACAVILLE NUT TREE AP
36.9878,-120.1106,USW00093242,77.1,CA,MADERA MUNI AP
37.2381,-120.8825,USW00093243,23.8,CA,MERCED 23 WSW
38.3208,-123.0747,USW00093245,19.2,CA,BODEGA 6 WSW
39.7078,-77.7297,USW00093706,212.8,MD,MD HAGERSTOWN WASHINGTON CO AP
33.8117,-78.7239,USW00093718,9.8,SC,MYRTLE BCH AP
35.0678,-77.0481,USW00093719,5.8,NC,BERN CRAVEN CO AP
38.3406,-75.5103,USW00093720,14.6,MD,MD SALISBURY WICOMICO RGNL
39.1667,-76.6833,USW00093721,47.5,MD,MD BALTIMORE WASH INTL AP
34.7,-77.3833,USW00093727,7.9,NC,NEW RIVER MCAF
35.2325,-75.6219,USW00093729,3.4,NC,NC CAPE HATTERAS AP
39.4494,-74.5672,USW00093730,18.3,NJ,NJ ATLANTIC CITY INTL AP
38.1386,-78.453,USW00093736,195.4,VA,VA CHARLOTTESVILLE AP
35.1333,-78.9333,USW00093737,93,NC,NC FT BRAGG SIMMONS AAF
38.9408,-77.4636,USW00093738,88.4,VA,VA WASHINGTON DC DULLES AP
37.9406,-75.4631,USW00093739,11.6,VA,VA WALLOPS ISLAND FLIGHT
34.9914,-78.8803,USW00093740,56.7,NC,NC FAYETTEVILLE RGNL AP
37.1319,-76.493,USW00093741,12.8,VA,NEWPORT NEWS INTL AP
34.6833,-77.0333,USW00093743,6.4,NC,NC SWANSBORO BOGUE FLD MCAF
35.855,-77.8931,USW00093759,48.8,NC,MT WILSON AP
34.7336,-76.6606,USW00093765,3.4,NC,BEAUFORT MICHAEL J SMITH FLD
36.9839,-77.0075,USW00093773,34.1,VA,NORFOLK RICH
37.7081,-77.4344,USW00093775,62.5,VA,ASHLAND HANOVER CO MUNI AP
39.9181,-76.8742,USW00093778,148.1,PA,AP
39.9492,-74.8417,USW00093780,16.2,NJ,HOLLY S JERSEY AP
36.4394,-77.7097,USW00093781,78,NC,ROANOKE RAPIDS AP
34.7917,-79.3661,USW00093782,67.1,NC,NC LAURINBURG MAXTON AP
36.0467,-79.4769,USW00093783,188.1,NC,NC BURLINGTON ALAMANCE AP
39.2814,-76.6089,USW00093784,6.1,MD,MD SCI CTR BALTIMORE
35.9333,-79.0642,USW00093785,156.1,NC,CHAPEL HILL WILLIAMS AP
38.3083,-75.1239,USW00093786,3.7,MD,CITY MUNI AP
34.3478,-85.1611,USW00093801,194.8,GA,ROME R B RUSSELL AP
30.3975,-84.3289,USW00093805,19.2,FL,FL TALLAHASSEE
33.2119,-87.6161,USW00093806,45.7,AL,TUSCALOOSA MUNI AP
36.1336,-80.2222,USW00093807,295.7,NC,NC WINSTON SALEM RYNLDS AP
36.9647,-86.4239,USW00093808,160.9,KY,BOWLING GREEN WARREN CO AP
37.0422,-89.1856,USW00093809,95.4,IL,CAIRO 3N
37.7797,-89.2497,USW00093810,123.7,IL,IL CARBONDALE SOUTHERN IL AP
39.1033,-84.4189,USW00093812,149.4,OH,OH CINCINNATI LUNKEN AP
39.0431,-84.6717,USW00093814,264.9,KY,KY CINCINNATI NORTHERN KY
39.9061,-84.2186,USW00093815,304.8,OH,OH DAYTON INTL AP
39.1186,-88.6242,USW00093816,190.5,IL,EFFINGHAM 3SW
38.0442,-87.5206,USW00093817,121.9,IN,IN EVANSVILLE REGIONAL
39.7075,-86.2803,USW00093819,240.8,IN,IN INDIANAPOLIS
38.0408,-84.6058,USW00093820,298.7,KY,KY LEXINGTON BLUEGRASS
38.1811,-85.7392,USW00093821,148.7,KY,KY LOUISVILLE INTL AP
39.8447,-89.6839,USW00093822,181.1,IL,IL SPRINGFIELD CAPITAL AP
39.45,-87.3,USW00093823,175.3,IN,HAUTE CAA AP
39.9444,-81.8922,USW00093824,268.2,OH,ZANESVILLE MUNI AP
37.0956,-89.9161,USW00093825,109.7,MO,ADVANCE 1 S
32.4833,-80.7167,USW00093831,11.3,SC,BEAUFORT MCAS
30.2167,-81.8833,USW00093832,27.1,FL,FL JACKSONVILLE CECIL FLD NAS
30.2333,-81.6667,USW00093837,6.1,FL,FL JACKSONVILLE NAS
35.3447,-89.8733,USW00093839,86,TN,MEMPHIS
30.7167,-87.0167,USW00093841,60.7,FL,WHITING FLD NAS
32.5161,-84.9422,USW00093842,119.5,GA,COLUMBUS METRO AP
30.7825,-83.2767,USW00093845,60.4,GA,VALDOSTA RGNL AP
34.4978,-82.7097,USW00093846,231.6,SC,SC ANDERSON CO AP
34.2622,-88.7714,USW00093862,110,MS,MS TUPELO RGNL AP
30.4119,-89.0808,USW00093874,12.8,MS,MS GULFPORT - BILOXI AP
32.7333,-96.9667,USW00093901,150,TX,DALLAS HENSLEY FLD NAS
38.8317,-94.8897,USW00093909,331.3,KS,KS OLATHE JOHNSON CO AP
31.7831,-95.6039,USW00093914,141.7,TX,PALESTINE 2 NE
31.3347,-92.5586,USW00093915,25.6,LA,LA ALEXANDRIA INTL AP
31.1828,-90.4708,USW00093919,125.9,MS,MS MCCOMB/PIKE CO/JOHN E LEWIS
34.8822,-95.7831,USW00093950,234.7,OK,MCALESTER RGNL AP
35.6567,-95.3614,USW00093953,185.9,OK,MUSKOGEE DAVIS FLD
37.0911,-95.5664,USW00093967,229.2,KS,KS COFFEYVILLE MUNI AP
32.7817,-98.0603,USW00093985,283.5,TX,MINERAL WELLS AP
34.9894,-99.0525,USW00093986,474.3,OK,MUNI AP
31.2361,-94.7544,USW00093987,87.8,TX,LUFKIN ANGELINA CO AP
34.175,-91.9347,USW00093988,63.1,AR,PINE BLUFF GRIDER FLD
39.9369,-91.1919,USW00093989,234.4,IL,IL QUINCY RGNL AP
39.3756,-99.8297,USW00093990,666.9,KS,CITY MUNI AP
33.2208,-92.8142,USW00093992,76.8,AR,S AR RGNL AP
36.0097,-94.1694,USW00093993,381.3,AR,AR FAYETTEVILLE DRAKE FLD
38.8761,-98.8092,USW00093997,568.1,KS,RUSSELL MUNI AP
48.2064,-106.6242,USW00094008,693.7,MT,MT GLASGOW
48.4089,-106.5144,USW00094010,840,MT,MARIE
48.4167,-101.35,USW00094011,497.1,ND,MINOT AFB
48.5428,-109.7633,USW00094012,787.9,MT,HAVRE CITY CO AP
